ID;EMAIL;NOME;DT_NASC;SEXO;CADASTRO;CIDADE;ESTADO;RECEBE_EMAIL;;;;
98821;98821@testexp00.com.br;JAQUELINE;19/06/1992;M;22/06/2019;CURITIBA;PR;1;;;;
98823;98823@testexp00.com.br;FLAVIO;10/11/1992;M;22/06/2019;PORTO ALEGRE;RS;0;;;;
98829;98829@testexp00.com.br;JEAN;09/02/1999;M;22/06/2019;GRAVATAÍ;RS;1;;;;
98835;98835@testexp00.com.br;MARIO;15/02/1999;M;22/06/2019;SÃO PAULO;SP;0;;;;
98839;98839@testexp00.com.br;JOLANDIR;24/09/1999;M;22/06/2019;ITAJAÍ;SC;1;;;;
98844;98844@testexp00.com.br;SARAJANE;12/02/1999;F;22/06/2019;ITUPORANGA;SC;1;;;;
98857;98857@testexp00.com.br;ALINE;14/04/1999;F;22/06/2019;FLORIANÓPOLIS;SC;1;;;;
98862;98862@testexp00.com.br;PRISCILA;15/11/1999;;22/06/2019;;;1;;;;
98876;98876@testexp00.com.br;CELESTINO;15/11/1999;;24/06/2019;;;1;;;;
98877;98877@testexp00.com.br;MARCO;15/05/1992;;24/06/2019;;;0;;;;
98883;98883@testexp00.com.br;LORENA;15/05/1992;;25/06/2019;;;1;;;;
98915;98915@testexp00.com.br;LUCIANA;11/12/1999;M;25/06/2019;RIO DE JANEIRO;RJ;1;;;;
98918;98918@testexp00.com.br;DANIELA;20/01/1952;F;25/06/2019;COTIA;SP;1;;;;
98920;98920@testexp00.com.br;JOSE;24/10/1952;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
98922;98922@testexp00.com.br;WENDELL;06/05/1931;M;25/06/2019;BELO HORIZONTE;MG;1;;;;
98924;98924@testexp00.com.br;JESSICA;06/05/1931;F;25/06/2019;UBERLÂNDIA;MG;1;;;;
98926;98926@testexp00.com.br;ALEXANDRE;29/07/1931;M;25/06/2019;SÃO PAULO;SP;0;;;;
98928;98928@testexp00.com.br;CLAUDIA;24/08/1931;F;25/06/2019;OSASCO;SP;1;;;;
98931;98931@testexp00.com.br;FABIANA;29/02/1999;F;25/06/2019;SÃO PAULO;SP;1;;;;
98933;98933@testexp00.com.br;LUISA;04/03/1999;F;25/06/2019;SÃO PAULO;SP;1;;;;
98935;98935@testexp00.com.br;ADELAR;26/10/1999;M;25/06/2019;CASCA;RS;1;;;;
98937;98937@testexp00.com.br;CAROLINE;26/10/1999;F;25/06/2019;RONDON;PR;0;;;;
98938;98938@testexp00.com.br;MARCIA;27/10/1999;F;25/06/2019;RONDON;PR;0;;;;
98940;98940@testexp00.com.br;SANDRA;03/11/1999;F;25/06/2019;CAMPINAS;SP;1;;;;
98942;98942@testexp00.com.br;THAIS;19/08/1999;F;25/06/2019;BELO HORIZONTE;MG;1;;;;
98945;98945@testexp00.com.br;SIMARA;11/11/1999;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
98947;98947@testexp00.com.br;SIMONE;04/11/1952;F;25/06/2019;PORTO ALEGRE;RS;0;;;;
98949;98949@testexp00.com.br;JOAO;02/07/1999;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
98954;98954@testexp00.com.br;GUSTAVO;19/08/1999;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
98955;98955@testexp00.com.br;PEDRO;30/05/1952;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
98959;98959@testexp00.com.br;GERSON;30/05/1952;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
98961;98961@testexp00.com.br;BAYARDO;30/05/1952;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
98965;98965@testexp00.com.br;MELISSA;03/11/1952;F;25/06/2019;PASSO FUNDO;RS;1;;;;
98966;98966@testexp00.com.br;ROGERIO;03/11/1952;M;25/06/2019;PASSO FUNDO;RS;1;;;;
98969;98969@testexp00.com.br;ANNA;03/11/1952;F;25/06/2019;RIO DE JANEIRO;RJ;1;;;;
98974;98974@testexp00.com.br;ANNA;24/08/1931;F;25/06/2019;SANTA MARIA;RS;1;;;;
98976;98976@testexp00.com.br;FLAVIA;24/08/1931;F;25/06/2019;SANTA MARIA;RS;1;;;;
98978;98978@testexp00.com.br;DORA;24/12/1992;F;25/06/2019;VACARIA;RS;1;;;;
98980;98980@testexp00.com.br;SOIARA;24/08/1931;F;25/06/2019;BLUMENAU;SC;0;;;;
98982;98982@testexp00.com.br;ALESSANDRA;10/06/1988;F;25/06/2019;PORTO ALEGRE;RS;0;;;;
98983;98983@testexp00.com.br;FERNANDO;11/06/1988;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
98984;98984@testexp00.com.br;RAFAEL;28/06/1988;M;25/06/2019;SÃO PAULO;SP;1;;;;
98988;98988@testexp00.com.br;CAETANO;28/06/1988;M;25/06/2019;TUBARÃO;SC;1;;;;
98990;98990@testexp00.com.br;HENRI;28/06/1988;M;25/06/2019;IMBITUBA;SC;0;;;;
98997;98997@testexp00.com.br;FERNANDO;29/06/1988;M;25/06/2019;SÃO PAULO;SP;0;;;;
99001;99001@testexp00.com.br;FERNANDO;29/06/1988;M;25/06/2019;FOZ DO IGUAÇU;PR;1;;;;
99003;99003@testexp00.com.br;FERNANDO;06/07/1988;;25/06/2019;GRAMADO;RS;1;;;;
99009;99009@testexp00.com.br;ANTONIO;09/07/1988;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99011;99011@testexp00.com.br;WAGNER;09/07/1988;M;25/06/2019;RIO DE JANEIRO;RJ;1;;;;
99013;99013@testexp00.com.br;ADALBERTO;13/07/1988;M;25/06/2019;RIO DE JANEIRO;RJ;1;;;;
99017;99017@testexp00.com.br;JOISE;15/07/1988;F;25/06/2019;IJUÍ;RS;1;;;;
99021;99021@testexp00.com.br;GIVANILDO;15/07/1988;M;25/06/2019;PORTO ALEGRE;RS;0;;;;
99023;99023@testexp00.com.br;GUSTAVO;31/08/1988;M;25/06/2019;CAMBARÁ DO SUL;RS;1;;;;
99029;99029@testexp00.com.br;VIVIANA;19/09/1988;F;25/06/2019;BALNEÁRIO CAMBORIÚ;SC;1;;;;
99031;99031@testexp00.com.br;ERIKA;20/09/1988;F;25/06/2019;RIBEIRÃO PIRES;SP;0;;;;
99033;99033@testexp00.com.br;CLEUSA;20/10/1988;F;25/06/2019;IPUMIRIM;SC;1;;;;
99034;99034@testexp00.com.br;MAURI;20/10/1988;M;25/06/2019;IPUMIRIM;SC;1;;;;
99035;99035@testexp00.com.br;RICARDO;02/11/1988;M;25/06/2019;ARGENTINA;EX ;0;;;;
99038;99038@testexp00.com.br;LYDIA;02/11/1988;F;25/06/2019;PETRÓPOLIS;RJ;1;;;;
99039;99039@testexp00.com.br;MARILIA;28/11/1988;F;25/06/2019;PETRÓPOLIS;RJ;1;;;;
99041;99041@testexp00.com.br;AFONSO;15/12/1988;M;25/06/2019;JAÚ;SP;1;;;;
99043;99043@testexp00.com.br;MARRY;07/05/1999;F;25/06/2019;PRESIDENTE PRUDENTE;SP;0;;;;
99045;99045@testexp00.com.br;ROBERTO;07/05/1999;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99046;99046@testexp00.com.br;LAURA;07/05/1999;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
99047;99047@testexp00.com.br;ADILSON;11/05/1999;M;25/06/2019;MARINGÁ;PR;1;;;;
99049;99049@testexp00.com.br;EDISON;22/05/1999;M;25/06/2019;LINS;SP;1;;;;
99053;99053@testexp00.com.br;ROBINSON;19/07/1999;M;25/06/2019;FORTALEZA;CE;1;;;;
99054;99054@testexp00.com.br;NATALIA;03/11/1952;F;25/06/2019;SÃO PAULO;SP;1;;;;
99055;99055@testexp00.com.br;ACACIO;24/08/1931;M;25/06/2019;LAGES;SC;1;;;;
99057;99057@testexp00.com.br;LEONARDO;29/05/1992;M;25/06/2019;LAGES;SC;1;;;;
99060;99060@testexp00.com.br;ALBERTINA;25/06/1992;F;25/06/2019;SÃO PAULO;SP;1;;;;
99061;99061@testexp00.com.br;BIANCA;28/08/1992;F;25/06/2019;SÃO PAULO;SP;1;;;;
99062;99062@testexp00.com.br;LUZENI;28/08/1992;F;25/06/2019;SÃO PAULO;SP;1;;;;
99065;99065@testexp00.com.br;VINICIUS;28/10/1992;M;25/06/2019;RIBEIRÃO PRETO;SP;1;;;;
99068;99068@testexp00.com.br;LUCAS;02/11/1992;M;25/06/2019;SANTA MARIA;RS;1;;;;
99070;99070@testexp00.com.br;RODRIGO;22/12/1999;M;25/06/2019;VITÓRIA;ES;1;;;;
99072;99072@testexp00.com.br;FABIANA;15/06/1952;M;25/06/2019;TAGUATINGA;TO;1;;;;
99074;99074@testexp00.com.br;MARIA;14/07/1988;F;25/06/2019;CAXIAS DO SUL;RS;1;;;;
99076;99076@testexp00.com.br;ZEFERINO;08/10/1952;M;25/06/2019;ITAJAÍ;SC;1;;;;
99078;99078@testexp00.com.br;KLAUS;19/11/1952;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99080;99080@testexp00.com.br;ELISA;02/01/1931;F;25/06/2019;VITÓRIA;ES;1;;;;
99083;99083@testexp00.com.br;GUILHERME;06/01/1931;M;25/06/2019;PALMAS;PR;1;;;;
99085;99085@testexp00.com.br;MARCELO;01/02/1931;M;25/06/2019;SANTA MARIA;RS;1;;;;
99089;99089@testexp00.com.br;JAQUELINE;15/02/1931;F;25/06/2019;PORTO ALEGRE;RS;0;;;;
99091;99091@testexp00.com.br;GILBERTO;28/04/1931;M;25/06/2019;TERESÓPOLIS;RJ;1;;;;
99096;99096@testexp00.com.br;JADER;29/04/1931;M;25/06/2019;CAPÃO DA CANOA;RS;1;;;;
99098;99098@testexp00.com.br;EDUARDO;24/08/1931;M;25/06/2019;GOVERNADOR VALADARES;MG;1;;;;
99101;99101@testexp00.com.br;CESAR;28/01/1931;M;25/06/2019;FLORIANÓPOLIS;SC;1;;;;
99103;99103@testexp00.com.br;MIRELI;28/01/1931;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
99104;99104@testexp00.com.br;PATRICIA;21/08/1992;F;25/06/2019;BELO HORIZONTE;MG;1;;;;
99111;99111@testexp00.com.br;SYNARA;31/03/1992;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99113;99113@testexp00.com.br;JACQUELINE;29/07/1992;F;25/06/2019;SÃO BORJA;RS;1;;;;
99114;99114@testexp00.com.br;FABIANO;01/01/1999;M;25/06/2019;LAJEADO;RS;0;;;;
99116;99116@testexp00.com.br;JOAO;26/10/1999;M;25/06/2019;FLORIANÓPOLIS;SC;1;;;;
99122;99122@testexp00.com.br;VANIA;24/08/1931;F;25/06/2019;RIO VERDE;GO;1;;;;
99124;99124@testexp00.com.br;MARCUS;24/08/1931;M;25/06/2019;CURITIBA;PR;1;;;;
99133;99133@testexp00.com.br;CLAUDIA;24/08/1931;F;25/06/2019;SÃO PAULO;SP;1;;;;
99136;99136@testexp00.com.br;SILVANO;10/08/1992;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99138;99138@testexp00.com.br;ROBERTO;13/04/1992;M;25/06/2019;SÃO PAULO;SP;1;;;;
99142;99142@testexp00.com.br;CLARISSA;06/01/1999;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
99146;99146@testexp00.com.br;LIZIANE;06/01/1999;F;25/06/2019;SANTA MARIA;RS;1;;;;
99148;99148@testexp00.com.br;HELENA;31/03/1999;F;25/06/2019;SÃO PAULO;SP;1;;;;
99151;99151@testexp00.com.br;CYBELLE;20/06/1931;F;25/06/2019;SÃO PAULO;SP;1;;;;
99153;99153@testexp00.com.br;AMANDA;14/04/1999;F;25/06/2019;SANTA CRUZ DO SUL;RS;1;;;;
99158;99158@testexp00.com.br;ROSMALEN;04/05/1999;F;25/06/2019;ITAPERUNA;RJ;1;;;;
99161;99161@testexp00.com.br;CEZAR;04/05/1999;;25/06/2019;PORTO ALEGRE;RS;1;;;;
99163;99163@testexp00.com.br;ADRIANA;02/06/1999;F;25/06/2019;RIO DE JANEIRO;RJ;1;;;;
99165;99165@testexp00.com.br;MARIANA;02/06/1999;F;25/06/2019;TUBARÃO;SC;1;;;;
99172;99172@testexp00.com.br;DANIELA;02/06/1999;F;25/06/2019;BRASÍLIA;DF;1;;;;
99176;99176@testexp00.com.br;PAULO;02/06/1999;M;25/06/2019;JOINVILLE;SC;1;;;;
99179;99179@testexp00.com.br;VANIA;02/06/1999;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
99182;99182@testexp00.com.br;BRUNO;06/07/1999;M;25/06/2019;CAMPO GRANDE;MS;1;;;;
99184;99184@testexp00.com.br;PATRICIA;06/07/1999;F;25/06/2019;CRUZ ALTA;RS;1;;;;
99186;99186@testexp00.com.br;PAULO;06/07/1999;M;25/06/2019;TAQUARA;RS;1;;;;
99190;99190@testexp00.com.br;ANGELA;08/07/1999;F;25/06/2019;LAJEADO;RS;1;;;;
99192;99192@testexp00.com.br;FERNANDO;08/07/1999;M;25/06/2019;ESTRELA;RS;1;;;;
99194;99194@testexp00.com.br;GUILHERME;08/07/1999;M;25/06/2019;SÃO JOSÉ DO RIO PRETO;SP;1;;;;
99196;99196@testexp00.com.br;ROBERTA;13/07/1999;F;25/06/2019;SÃO JOSÉ DO RIO PRETO;SP;1;;;;
99198;99198@testexp00.com.br;EDUARDO;27/07/1999;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99202;99202@testexp00.com.br;TAIANE;27/07/1999;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
99206;99206@testexp00.com.br;JOSE;27/07/1999;M;25/06/2019;BRASÍLIA;DF;0;;;;
99213;99213@testexp00.com.br;KADJA;27/07/1999;F;25/06/2019;OURO PRETO DO OESTE;RO;0;;;;
99216;99216@testexp00.com.br;JOAO;30/07/1999;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99217;99217@testexp00.com.br;ALESSANDRA;30/07/1999;F;25/06/2019;PORTO ALEGRE;RS;1;;;;
99219;99219@testexp00.com.br;BRIGITTE;30/07/1999;F;25/06/2019;JOINVILLE;SC;0;;;;
99220;99220@testexp00.com.br;VIVIAN;13/08/1999;F;25/06/2019;JOINVILLE;SC;0;;;;
99226;99226@testexp00.com.br;LUIS;13/08/1999;M;25/06/2019;MOGI DAS CRUZES;SP;1;;;;
99228;99228@testexp00.com.br;RAUL;13/08/1999;M;25/06/2019;NOVO HAMBURGO;RS;1;;;;
99229;99229@testexp00.com.br;LUIS;13/08/1999;M;25/06/2019;MOGI DAS CRUZES;SP;1;;;;
99231;99231@testexp00.com.br;RICARDO;13/08/1999;M;25/06/2019;PORTO ALEGRE;RS;1;;;;
99232;99232@testexp00.com.br;MARCELO;13/08/1999;M;25/06/2019;PORTÃO;RS;0;;;;
99249;99249@testexp00.com.br;PAULO;13/08/1999;M;26/06/2019;JOINVILLE;SC;1;;;;
99251;99251@testexp00.com.br;VINICIUS;13/08/1999;M;26/06/2019;JOINVILLE;SC;1;;;;
99254;99254@testexp00.com.br;ITAMARA;27/08/1999;F;26/06/2019;CAMPO GRANDE;MS;1;;;;
99256;99256@testexp00.com.br;JORGE;27/08/1999;M;26/06/2019;CRICIÚMA;SC;0;;;;
99267;99267@testexp00.com.br;GEOVANNE;27/08/1999;M;26/06/2019;CONTAGEM;MG;1;;;;
99269;99269@testexp00.com.br;TATIANE;27/08/1999;F;26/06/2019;CONTAGEM;MG;1;;;;
99274;99274@testexp00.com.br;MARCIO;27/08/1999;M;26/06/2019;SÃO PAULO;SP;1;;;;
99276;99276@testexp00.com.br;NAIARA;27/08/1999;F;26/06/2019;SÃO PAULO;SP;1;;;;
99280;99280@testexp00.com.br;SIDNEY;27/08/1999;M;26/06/2019;SÃO PAULO;SP;1;;;;
99282;99282@testexp00.com.br;DAVI;27/08/1999;M;26/06/2019;PORTO ALEGRE;RS;1;;;;
99284;99284@testexp00.com.br;PAULO;03/09/1999;M;26/06/2019;TRÊS PONTAS;MG;1;;;;
99294;99294@testexp00.com.br;BRUNO;03/09/1999;M;26/06/2019;QUIRINÓPOLIS;GO;1;;;;
99306;99306@testexp00.com.br;MARCIA;03/09/1999;F;26/06/2019;PORTO ALEGRE;RS;1;;;;
99308;99308@testexp00.com.br;ELIZANGELA;08/09/1999;F;26/06/2019;VALPARAÍSO DE GOIÁS;GO;1;;;;
99310;99310@testexp00.com.br;LUIZ;08/09/1999;M;26/06/2019;SÃO PAULO;SP;0;;;;
99314;99314@testexp00.com.br;EDUARDO;08/09/1999;M;26/06/2019;SÃO PAULO;SP;1;;;;
99316;99316@testexp00.com.br;IRAM;08/09/1999;M;26/06/2019;MACEIÓ;AL;1;;;;
99319;99319@testexp00.com.br;WALTER;08/09/1999;M;26/06/2019;RIO DE JANEIRO;RJ;1;;;;
99321;99321@testexp00.com.br;THIAGO;29/09/1999;M;26/06/2019;GUARULHOS;SP;1;;;;
99323;99323@testexp00.com.br;VICTOR;29/09/1999;M;26/06/2019;ERECHIM;RS;1;;;;
99325;99325@testexp00.com.br;DANIELE;29/09/1999;F;26/06/2019;PORTO ALEGRE;RS;1;;;;
99327;99327@testexp00.com.br;LUANA;29/09/1999;F;26/06/2019;DUQUE DE CAXIAS;RJ;1;;;;
99329;99329@testexp00.com.br;FLAVIO;29/09/1999;M;26/06/2019;SINOP;MT;1;;;;
99333;99333@testexp00.com.br;FERNANDO;29/09/1999;M;26/06/2019;RECIFE;PE;0;;;;
99335;99335@testexp00.com.br;MARTINA;30/09/1999;F;26/06/2019;RECIFE;PE;1;;;;
99339;99339@testexp00.com.br;BARBARA;30/09/1999;F;26/06/2019;RECIFE;PE;1;;;;
99344;99344@testexp00.com.br;LEONARDO;30/09/1999;M;26/06/2019;CRICIÚMA;SC;1;;;;
99352;99352@testexp00.com.br;DORA;05/10/1999;F;26/06/2019;PORTO ALEGRE;RS;1;;;;
99356;99356@testexp00.com.br;ROGERIO;12/10/1999;;26/06/2019;;;1;;;;
99357;99357@testexp00.com.br;LUCIA;12/10/1999;F;26/06/2019;CURITIBA;PR;1;;;;
99358;99358@testexp00.com.br;ARMELI;22/10/1999;F;26/06/2019;RIO DE JANEIRO;RJ;1;;;;
99359;99359@testexp00.com.br;EDUARDO;26/10/1999;M;26/06/2019;JOINVILLE;SC;0;;;;
99365;99365@testexp00.com.br;GUILHERME;02/11/1999;M;26/06/2019;CUIABÁ;MT;1;;;;
99368;99368@testexp00.com.br;SONIA;02/11/1999;F;26/06/2019;PELOTAS;RS;1;;;;
99369;99369@testexp00.com.br;LEONARDO;02/11/1999;M;26/06/2019;COLATINA;ES;1;;;;
99387;99387@testexp00.com.br;MARA;02/11/1999;F;26/06/2019;MOSSORÓ;RN;1;;;;
99410;99410@testexp00.com.br;GIOVANA;02/11/1999;F;27/06/2019;SÃO PAULO;SP;1;;;;
99413;99413@testexp00.com.br;ANTONIO;02/11/1999;M;27/06/2019;CURITIBA;PR;1;;;;
99415;99415@testexp00.com.br;JOSE;02/11/1999;M;27/06/2019;CURITIBA;PR;0;;;;
99421;99421@testexp00.com.br;ROSANE;02/11/1999;F;27/06/2019;CORONEL FABRICIANO;MG;0;;;;
99431;99431@testexp00.com.br;CARLOS;13/11/1999;M;27/06/2019;SÃO PAULO;SP;1;;;;
99434;99434@testexp00.com.br;IVES;13/11/1999;M;27/06/2019;SÃO PAULO;SP;1;;;;
99436;99436@testexp00.com.br;SOLANGE;17/11/1999;F;27/06/2019;SÃO PAULO;SP;0;;;;
99437;99437@testexp00.com.br;LUCIANA;17/11/1999;F;27/06/2019;NOVO HAMBURGO;RS;1;;;;
99439;99439@testexp00.com.br;GABRIELA;17/11/1999;F;27/06/2019;NOVO HAMBURGO;RS;1;;;;
99441;99441@testexp00.com.br;ANTONIO;17/11/1999;;27/06/2019;;;0;;;;
99443;99443@testexp00.com.br;PEDRO;17/11/1999;M;27/06/2019;SÃO PAULO;SP;1;;;;
99445;99445@testexp00.com.br;TAIS;17/11/1999;F;27/06/2019;GAROPABA;SC;1;;;;
99449;99449@testexp00.com.br;BRUNO;17/11/1999;M;27/06/2019;BRASÍLIA;DF;1;;;;
99453;99453@testexp00.com.br;MARCELO;17/11/1999;M;27/06/2019;CATANDUVA;SP;0;;;;
99458;99458@testexp00.com.br;ALEX;17/11/1999;M;27/06/2019;BALNEÁRIO CAMBORIÚ;SC;1;;;;
99462;99462@testexp00.com.br;MAGNUS;01/12/1999;M;27/06/2019;PORTO ALEGRE;RS;0;;;;
99464;99464@testexp00.com.br;ROBERTO;01/12/1999;M;27/06/2019;CAXIAS DO SUL;RS;1;;;;
99466;99466@testexp00.com.br;JASSON;01/12/1999;M;27/06/2019;BRASÍLIA;DF;1;;;;
99469;99469@testexp00.com.br;DANIELLE;01/12/1999;F;27/06/2019;SANTA MARIA;RS;1;;;;
99471;99471@testexp00.com.br;RENATO;01/12/1999;M;27/06/2019;SANTA MARIA;RS;1;;;;
99477;99477@testexp00.com.br;MAICON;08/12/1999;M;27/06/2019;ABADIA DE GOIÁS;GO;1;;;;
99479;99479@testexp00.com.br;CARLOS;08/12/1999;M;27/06/2019;PASSO FUNDO;RS;1;;;;
99484;99484@testexp00.com.br;ADRIANO;08/12/1999;M;27/06/2019;SÃO PAULO;SP;1;;;;
99488;99488@testexp00.com.br;VANESSA;29/12/1999;F;27/06/2019;PEDERNEIRAS;SP;1;;;;
99489;99489@testexp00.com.br;SANTOS;29/12/1999;F;27/06/2019;PEDERNEIRAS;SP;1;;;;
99491;99491@testexp00.com.br;ROBERSON;23/08/1952;M;27/06/2019;CASCAVEL;CE;0;;;;
99493;99493@testexp00.com.br;LUIZ;01/09/1952;M;27/06/2019;GRAMADO;RS;1;;;;
99495;99495@testexp00.com.br;SAMAR;01/09/1952;F;27/06/2019;BELO HORIZONTE;MG;1;;;;
99499;99499@testexp00.com.br;LEONARDO;01/09/1952;M;27/06/2019;PASSO FUNDO;RS;1;;;;
99509;99509@testexp00.com.br;CARLOS;01/09/1952;M;27/06/2019;PIRACICABA;SP;0;;;;
99511;99511@testexp00.com.br;CHRISTINA;13/10/1952;F;27/06/2019;BARUERI;SP;1;;;;
99539;99539@testexp00.com.br;BRUNA;21/10/1952;F;28/06/2019;PIRACICABA;SP;0;;;;
99541;99541@testexp00.com.br;SUZANE;21/10/1952;F;28/06/2019;TRÊS DE MAIO;RS;1;;;;
99543;99543@testexp00.com.br;JULIA;25/10/1952;F;28/06/2019;TRÊS DE MAIO;RS;1;;;;
99545;99545@testexp00.com.br;MARIA;01/11/1952;;28/06/2019;GRAMADO;RS;1;;;;
99548;99548@testexp00.com.br;MAURICIO;12/11/1952;M;28/06/2019;RECIFE;PE;1;;;;
99550;99550@testexp00.com.br;MARCIO;12/11/1952;M;28/06/2019;CACHOEIRINHA;RS;1;;;;
99554;99554@testexp00.com.br;LILIAN;22/11/1952;F;28/06/2019;SÃO PAULO;SP;1;;;;
99556;99556@testexp00.com.br;FERNANDO;22/11/1952;M;28/06/2019;CAMPINAS;SP;1;;;;
99558;99558@testexp00.com.br;PRISCILA;22/11/1952;F;28/06/2019;BAURU;SP;0;;;;
99563;99563@testexp00.com.br;KATIA;26/11/1952;F;28/06/2019;ITAJAÍ;SC;0;;;;
99565;99565@testexp00.com.br;MOISES;01/12/1952;M;28/06/2019;SÃO JOSÉ DO RIO PARDO;SP;0;;;;
99570;99570@testexp00.com.br;JOAO;06/12/1952;M;28/06/2019;SÃO PAULO;SP;0;;;;
99572;99572@testexp00.com.br;ROSE;08/12/1952;F;28/06/2019;SÃO PAULO;SP;0;;;;
99574;99574@testexp00.com.br;GUILHERME;08/12/1952;M;28/06/2019;LAGES;SC;0;;;;
99580;99580@testexp00.com.br;JOSE;08/12/1952;M;28/06/2019;UBERLÂNDIA;MG;0;;;;
99582;99582@testexp00.com.br;CLAUDIA;10/12/1952;F;28/06/2019;BAURU;SP;0;;;;
99585;99585@testexp00.com.br;LETICIA;23/12/1952;F;28/06/2019;CATANDUVA;SP;0;;;;
99587;99587@testexp00.com.br;CARLOS;23/12/1952;M;28/06/2019;PORTO ALEGRE;RS;0;;;;
99594;99594@testexp00.com.br;GUSTAVO;07/01/1931;M;28/06/2019;CAMPINAS;SP;1;;;;
99597;99597@testexp00.com.br;SERGIO;18/01/1931;M;28/06/2019;BRASÍLIA;DF;1;;;;
99602;99602@testexp00.com.br;FLAVIA;18/01/1931;F;28/06/2019;NITERÓI;RJ;1;;;;
99607;99607@testexp00.com.br;LETICIA;26/01/1931;F;28/06/2019;CURITIBA;PR;1;;;;
99613;99613@testexp00.com.br;MANUELA;31/01/1931;M;28/06/2019;PORTO ALEGRE;RS;0;;;;
99615;99615@testexp00.com.br;MARCELO;31/01/1931;M;28/06/2019;NOVO HAMBURGO;RS;1;;;;
99621;99621@testexp00.com.br;SERGIO;31/01/1931;M;28/06/2019;FLORIANÓPOLIS;SC;1;;;;
99633;99633@testexp00.com.br;LUCIANE;31/01/1931;F;28/06/2019;CANOAS;RS;1;;;;
99637;99637@testexp00.com.br;LUIZ;16/02/1931;M;28/06/2019;FRANCA;SP;1;;;;
99640;99640@testexp00.com.br;ANDRESSA;02/03/1931;F;28/06/2019;IJUÍ;RS;0;;;;
99666;99666@testexp00.com.br;PAULA;02/03/1931;;01/07/2019;;;1;;;;
99714;99714@testexp00.com.br;MATHEUS;02/03/1931;M;02/07/2019;IVOTI;RS;0;;;;
99715;99715@testexp00.com.br;NEEMAT;02/03/1931;F;02/07/2019;SÃO PAULO;SP;1;;;;
99716;99716@testexp00.com.br;GABRIELA;02/03/1931;F;02/07/2019;LONDRINA;PR;0;;;;
99719;99719@testexp00.com.br;VERGINIA;02/03/1931;F;02/07/2019;BALNEÁRIO CAMBORIÚ;SC;1;;;;
99721;99721@testexp00.com.br;VITOR;02/03/1931;M;02/07/2019;SÃO PAULO;SP;1;;;;
99724;99724@testexp00.com.br;OACYR;04/03/1931;M;02/07/2019;ARARAQUARA;SP;1;;;;
99726;99726@testexp00.com.br;THIAGO;04/03/1931;M;02/07/2019;SÃO PAULO;SP;1;;;;
99728;99728@testexp00.com.br;FABIANA;10/03/1931;;02/07/2019;;;1;;;;
99730;99730@testexp00.com.br;JOSE;10/03/1931;M;02/07/2019;CRICIÚMA;SC;1;;;;
99732;99732@testexp00.com.br;RAFAEL;17/03/1931;M;02/07/2019;RIO DE JANEIRO;RJ;0;;;;
99737;99737@testexp00.com.br;MARISTELA;17/03/1931;F;02/07/2019;SÃO PAULO;SP;1;;;;
99739;99739@testexp00.com.br;PATRICIA;17/03/1931;F;02/07/2019;CURITIBA;PR;1;;;;
99741;99741@testexp00.com.br;RODRIGO;17/03/1931;M;02/07/2019;SAPUCAIA DO SUL;RS;0;;;;
99742;99742@testexp00.com.br;PAULA;21/03/1931;F;02/07/2019;GRAMADO;RS;1;;;;
99746;99746@testexp00.com.br;MARIO;05/04/1931;M;02/07/2019;SANTANA DE PARNAÍBA;SP;1;;;;
99747;99747@testexp00.com.br;MARCELO;05/04/1931;M;02/07/2019;PORTO ALEGRE;RS;1;;;;
99750;99750@testexp00.com.br;JOSE;13/04/1931;M;02/07/2019;SÃO PAULO;SP;1;;;;
99752;99752@testexp00.com.br;ROBERTA;13/04/1931;F;02/07/2019;PELOTAS;RS;1;;;;
99754;99754@testexp00.com.br;GRACA;13/04/1931;F;02/07/2019;SÃO JOSÉ DE RIBAMAR;MA;1;;;;
99758;99758@testexp00.com.br;LUCIANE;13/04/1931;F;02/07/2019;BELO HORIZONTE;MG;1;;;;
99765;99765@testexp00.com.br;ANGELO;20/04/1931;M;02/07/2019;PORTO ALEGRE;RS;0;;;;
99770;99770@testexp00.com.br;MARCIO;20/04/1931;F;02/07/2019;CRICIÚMA;SC;0;;;;
99773;99773@testexp00.com.br;FLAVIO;20/04/1931;M;02/07/2019;ALFENAS;MG;0;;;;
